work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons,flagged_by_model
MPLADS-100067,MP_MAD_3,Madhya Pradesh,Indore,Library/Reading Room,1458000,706334,In Progress,Vendor Pvt Ltd 107,Implementing Agency 16,0.2097451240322309,0,"desc_generic_flag, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102901,MP_UTT_3,Uttarakhand,Haridwar,Sanitation/Toilets,307000,0,Recommended,Vendor Pvt Ltd 91,Implementing Agency 11,0.20956976984747466,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-105008,MP_DAM_1,Daman & Diu,Diu,Street Lighting,1371000,0,Sanctioned,Vendor Pvt Ltd 42,Implementing Agency 51,0.2094910844643807,1,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-104852,MP_BIH_2,Bihar,Gaya,School Infrastructure,5708000,0,Recommended,Vendor Pvt Ltd 13,Implementing Agency 14,0.2094320242935685,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-101005,MP_DAM_2,Daman & Diu,Daman,Street Lighting,1350000,1326663,Completed,Vendor Pvt Ltd 114,Implementing Agency 54,0.2094119919522781,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-105077,MP_TAM_2,Tamil Nadu,Coimbatore,Community Hall Construction,6479000,0,Sanctioned,Vendor Pvt Ltd 42,Implementing Agency 50,0.20937545630473522,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-104865,MP_KAR_2,Karnataka,Bengaluru,Drinking Water Supply,840000,0,Sanctioned,Vendor Pvt Ltd 10,Implementing Agency 45,0.20929651958140238,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103314,MP_MAD_3,Madhya Pradesh,Bhopal,Street Lighting,882000,686419,In Progress,Vendor Pvt Ltd 108,Implementing Agency 19,0.20872795523144388,0,"days_rec_to_sanction, desc_generic_flag, days_sanction_to_completion",False
MPLADS-104111,MP_MAH_2,Maharashtra,Nagpur,Sanitation/Toilets,1206000,0,Sanctioned,Vendor Pvt Ltd 17,Implementing Agency 42,0.20870131651130358,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-102656,MP_MIZ_3,Mizoram,Lunglei,Health Facility Upgrade,4787000,0,Recommended,Vendor Pvt Ltd 58,Implementing Agency 60,0.20862193181068464,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-102977,MP_MAD_2,Madhya Pradesh,Bhopal,Irrigation Facility,5683249,3180349,Completed,Vendor Pvt Ltd 1,Implementing Agency 12,0.20842932973888434,1,"days_rec_to_sanction, desc_generic_flag, amount_zscore_in_category",False
MPLADS-103592,MP_NAG_3,Nagaland,Dimapur,Sanitation/Toilets,1467000,0,Recommended,Vendor Pvt Ltd 61,Implementing Agency 49,0.20838853678053065,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-105472,MP_GUJ_2,Gujarat,Ahmedabad,School Infrastructure,480000,293298,In Progress,Vendor Pvt Ltd 1,Implementing Agency 23,0.20829041521948471,1,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-100837,MP_JHA_1,Jharkhand,Jamshedpur,Street Lighting,465000,0,Sanctioned,Vendor Pvt Ltd 57,Implementing Agency 57,0.2081983650803214,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-104876,MP_GUJ_1,Gujarat,Rajkot,Irrigation Facility,7880000,7340653,Completed,Vendor Pvt Ltd 94,Implementing Agency 4,0.20783286168332998,0,"desc_generic_flag, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-103285,MP_RAJ_2,Rajasthan,Kota,Street Lighting,1540760,945255,Completed,Vendor Pvt Ltd 1,Implementing Agency 26,0.20767424447904728,1,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103607,MP_PUN_1,Punjab,Ludhiana,CCTV Installation,2346000,2329470,Completed,Vendor Pvt Ltd 33,Implementing Agency 5,0.20762665650413809,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-102970,MP_MAH_1,Maharashtra,Aurangabad,Library/Reading Room,1961000,1812216,Completed,Vendor Pvt Ltd 35,Implementing Agency 42,0.20754990344965227,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-102192,MP_KAR_2,Karnataka,Bengaluru,CCTV Installation,1167000,1044249,In Progress,Vendor Pvt Ltd 64,Implementing Agency 35,0.20753501385473927,0,"days_rec_to_sanction, desc_generic_flag, days_sanction_to_completion",False
MPLADS-101727,MP_KER_2,Kerala,Kozhikode,CCTV Installation,2476000,2403497,Completed,Vendor Pvt Ltd 102,Implementing Agency 46,0.20750503171140705,1,"desc_generic_flag, amount_zscore_in_category, release_ratio",False
MPLADS-103248,MP_UTT_2,Uttar Pradesh,Meerut,CCTV Installation,326000,0,Sanctioned,Vendor Pvt Ltd 99,Implementing Agency 55,0.20750131321853138,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103772,MP_UTT_2,Uttar Pradesh,Agra,Road Construction/Repair,3326000,0,Recommended,Vendor Pvt Ltd 98,Implementing Agency 29,0.20743914835028643,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-100768,MP_ODI_4,Odisha,Cuttack,Street Lighting,588000,532164,In Progress,Vendor Pvt Ltd 10,Implementing Agency 50,0.20739257911649583,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-101662,MP_WES_4,West Bengal,Kolkata,Anganwadi Center Construction,335000,325020,Completed,Vendor Pvt Ltd 112,Implementing Agency 21,0.2073016722022177,0,"desc_generic_flag, amount_zscore_in_category, release_ratio",False
MPLADS-100379,MP_GUJ_1,Gujarat,Vadodara,Railway Halt Amenities,8975000,8438552,Completed,Vendor Pvt Ltd 98,Implementing Agency 1,0.20728017181164696,0,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101246,MP_MAH_2,Maharashtra,Aurangabad,Sports Infrastructure,328000,285346,In Progress,Vendor Pvt Ltd 32,Implementing Agency 10,0.20603401519950504,0,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100523,MP_RAJ_1,Rajasthan,Udaipur,Drinking Water Supply,649000,0,Sanctioned,Vendor Pvt Ltd 72,Implementing Agency 17,0.205992662447248,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-104523,MP_PUN_4,Punjab,Amritsar,Solar Power Installation,1968000,1906682,Completed,Vendor Pvt Ltd 1,Implementing Agency 4,0.20592235150223256,1,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-105462,MP_TAM_1,Tamil Nadu,Madurai,School Infrastructure,2884000,2660085,Completed,Vendor Pvt Ltd 86,Implementing Agency 5,0.20586722304045355,0,"desc_generic_flag, days_rec_to_sanction, release_ratio",False
MPLADS-100409,MP_CHH_2,Chhattisgarh,Raipur,Solar Power Installation,652000,646282,Completed,Vendor Pvt Ltd 73,Implementing Agency 50,0.20576751059620146,0,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103469,MP_MIZ_3,Mizoram,Aizawl,Anganwadi Center Construction,741000,0,Sanctioned,Vendor Pvt Ltd 61,Implementing Agency 9,0.2056302938838876,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-105848,MP_ODI_2,Odisha,Cuttack,Street Lighting,308000,0,Recommended,Vendor Pvt Ltd 28,Implementing Agency 44,0.20555964412035976,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-102533,MP_JAM_3,Jammu & Kashmir,Jammu,Street Lighting,1842000,1783521,Completed,Vendor Pvt Ltd 76,Implementing Agency 25,0.20542549955166664,0,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-104324,MP_TAM_1,Tamil Nadu,Coimbatore,Drinking Water Supply,2378000,1090419,In Progress,Vendor Pvt Ltd 12,Implementing Agency 50,0.20535339433426872,0,"desc_generic_flag, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102926,MP_KER_1,Kerala,Kochi,Community Hall Construction,7329000,0,Recommended,Vendor Pvt Ltd 42,Implementing Agency 37,0.20519034211544784,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-100882,MP_PUD_3,Puducherry,Puducherry,Community Hall Construction,7424000,7315373,Completed,Vendor Pvt Ltd 89,Implementing Agency 59,0.20493709005703126,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-104735,MP_UTT_1,Uttar Pradesh,Varanasi,Library/Reading Room,2303000,0,Sanctioned,Vendor Pvt Ltd 113,Implementing Agency 51,0.20486992392716005,1,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-104476,MP_RAJ_5,Rajasthan,Kota,Health Facility Upgrade,6541000,0,Sanctioned,Vendor Pvt Ltd 53,Implementing Agency 53,0.20455560403279485,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-104485,MP_HAR_1,Haryana,Gurugram,Street Lighting,1829000,0,Sanctioned,Vendor Pvt Ltd 7,Implementing Agency 58,0.20444045215762463,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103671,MP_MAH_1,Maharashtra,Nagpur,School Infrastructure,3997000,0,Sanctioned,Vendor Pvt Ltd 98,Implementing Agency 18,0.2043639742557414,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-105031,MP_DAM_3,Daman & Diu,Daman,Community Hall Construction,2855000,2689696,Completed,Vendor Pvt Ltd 76,Implementing Agency 49,0.2043633796726378,0,"desc_generic_flag, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-104189,MP_WES_4,West Bengal,Darjeeling,Library/Reading Room,2250000,0,Recommended,Vendor Pvt Ltd 75,Implementing Agency 51,0.2043362196065006,1,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103316,MP_PUN_3,Punjab,Ludhiana,Road Construction/Repair,3410000,3410000,Completed,Vendor Pvt Ltd 92,Implementing Agency 27,0.20430741578659625,0,"desc_generic_flag, days_rec_to_sanction, release_ratio",False
MPLADS-104706,MP_MAH_1,Maharashtra,Thane,Road Construction/Repair,9161000,8510968,Completed,Vendor Pvt Ltd 86,Implementing Agency 50,0.20421072659163123,0,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103308,MP_CHA_2,Chandigarh,Chandigarh,Railway Halt Amenities,6503000,6397860,Completed,Vendor Pvt Ltd 78,Implementing Agency 32,0.20405232126719614,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-105808,MP_RAJ_4,Rajasthan,Udaipur,Street Lighting,1551711,298051,In Progress,Vendor Pvt Ltd 1,Implementing Agency 51,0.20385165311527575,1,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103787,MP_TAM_2,Tamil Nadu,Salem,School Infrastructure,3846000,0,Sanctioned,Vendor Pvt Ltd 90,Implementing Agency 52,0.20362343415353046,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-102588,MP_ODI_2,Odisha,Bhubaneswar,Street Lighting,256000,252244,Completed,Vendor Pvt Ltd 69,Implementing Agency 15,0.20340861491587092,0,"desc_generic_flag, amount_zscore_in_category, release_ratio",False
MPLADS-103109,MP_WES_5,West Bengal,Malda,Sanitation/Toilets,1008000,1004826,Completed,Vendor Pvt Ltd 13,Implementing Agency 23,0.2033131817113318,0,"desc_generic_flag, days_rec_to_sanction, release_ratio",False
MPLADS-105586,MP_JAM_1,Jammu & Kashmir,Srinagar,Road Construction/Repair,8562000,0,Sanctioned,Vendor Pvt Ltd 85,Implementing Agency 5,0.20326622765215369,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-100366,MP_MIZ_1,Mizoram,Lunglei,Health Facility Upgrade,822000,339298,In Progress,Vendor Pvt Ltd 94,Implementing Agency 28,0.20319919656982174,0,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101551,MP_JHA_1,Jharkhand,Jamshedpur,Community Hall Construction,2554000,2512736,Completed,Vendor Pvt Ltd 102,Implementing Agency 48,0.20317499485230206,1,"desc_generic_flag, days_rec_to_sanction, release_ratio",False
MPLADS-103098,MP_GUJ_1,Gujarat,Vadodara,Drinking Water Supply,4216000,0,Sanctioned,Vendor Pvt Ltd 56,Implementing Agency 29,0.20312085767787452,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-105519,MP_LAK_4,Lakshadweep,Kavaratti,Street Lighting,1993000,1920474,Completed,Vendor Pvt Ltd 6,Implementing Agency 1,0.20306664387097134,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-104400,MP_MEG_3,Meghalaya,Shillong,Sanitation/Toilets,257000,0,Sanctioned,Vendor Pvt Ltd 48,Implementing Agency 35,0.2028240686140771,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103225,MP_MAN_2,Manipur,Imphal,Street Lighting,311000,0,Recommended,Vendor Pvt Ltd 59,Implementing Agency 42,0.20280569557316858,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-105202,MP_RAJ_3,Rajasthan,Jaipur,Irrigation Facility,5189000,3409423,In Progress,Vendor Pvt Ltd 76,Implementing Agency 52,0.2027949084794487,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102219,MP_TAM_3,Tamil Nadu,Madurai,School Infrastructure,4324000,4166697,Completed,Vendor Pvt Ltd 16,Implementing Agency 59,0.2027491329179691,0,"desc_generic_flag, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105795,MP_ODI_2,Odisha,Bhubaneswar,Health Facility Upgrade,6216000,0,Recommended,Vendor Pvt Ltd 109,Implementing Agency 33,0.2027181339591977,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103342,MP_KAR_1,Karnataka,Bengaluru,Library/Reading Room,695000,606121,In Progress,Vendor Pvt Ltd 30,Implementing Agency 14,0.20271096155546298,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-102793,MP_MAN_2,Manipur,Thoubal,Health Facility Upgrade,5033000,4634482,Completed,Vendor Pvt Ltd 115,Implementing Agency 50,0.2022832470541016,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-103431,MP_TAM_3,Tamil Nadu,Coimbatore,Health Facility Upgrade,1058000,0,Sanctioned,Vendor Pvt Ltd 104,Implementing Agency 45,0.20227418770399758,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-100781,MP_AND_1,Andhra Pradesh,Visakhapatnam,Sanitation/Toilets,793000,339283,In Progress,Vendor Pvt Ltd 104,Implementing Agency 14,0.2021008246296226,0,"desc_generic_flag, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102362,MP_HAR_4,Haryana,Gurugram,Sanitation/Toilets,608000,0,Recommended,Vendor Pvt Ltd 118,Implementing Agency 55,0.20207346555685282,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-102920,MP_WES_1,West Bengal,Darjeeling,Library/Reading Room,658000,435695,In Progress,Vendor Pvt Ltd 9,Implementing Agency 12,0.20206466356766176,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-102231,MP_DAM_1,Daman & Diu,Daman,Sanitation/Toilets,1466000,663626,In Progress,Vendor Pvt Ltd 72,Implementing Agency 24,0.20202340673275496,0,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-102663,MP_MAH_2,Maharashtra,Nashik,Railway Halt Amenities,3059000,3027383,Completed,Vendor Pvt Ltd 52,Implementing Agency 60,0.20191726469225596,0,"desc_generic_flag, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105767,MP_KAR_1,Karnataka,Hubli,Library/Reading Room,2423000,1564856,In Progress,Vendor Pvt Ltd 113,Implementing Agency 30,0.20188115453622546,0,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101639,MP_MAH_1,Maharashtra,Aurangabad,Anganwadi Center Construction,738000,0,Sanctioned,Vendor Pvt Ltd 61,Implementing Agency 17,0.20177170403938985,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-100331,MP_ODI_4,Odisha,Bhubaneswar,Irrigation Facility,8079000,0,Sanctioned,Vendor Pvt Ltd 108,Implementing Agency 21,0.20171294442211352,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-103617,MP_UTT_2,Uttar Pradesh,Meerut,Anganwadi Center Construction,449000,446685,Completed,Vendor Pvt Ltd 102,Implementing Agency 44,0.20155246452339712,1,"desc_generic_flag, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-101747,MP_UTT_1,Uttarakhand,Dehradun,Anganwadi Center Construction,970000,0,Sanctioned,Vendor Pvt Ltd 24,Implementing Agency 44,0.20136341313856532,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-101751,MP_ARU_2,Arunanchal Pradesh,Tawang,Anganwadi Center Construction,485000,458655,Completed,Vendor Pvt Ltd 85,Implementing Agency 6,0.20135317404567268,0,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101668,MP_GOA_2,Goa,North Goa,Anganwadi Center Construction,806000,641287,In Progress,Vendor Pvt Ltd 59,Implementing Agency 8,0.2012885833903497,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-105807,MP_JAM_2,Jammu & Kashmir,Jammu,Library/Reading Room,941000,492883,In Progress,Vendor Pvt Ltd 79,Implementing Agency 16,0.20103908425642927,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-100587,MP_KER_1,Kerala,Kozhikode,Anganwadi Center Construction,862000,794395,Completed,Vendor Pvt Ltd 41,Implementing Agency 30,0.20099090962034447,0,"desc_generic_flag, days_rec_to_sanction, release_ratio",False
MPLADS-104695,MP_HAR_2,Haryana,Faridabad,Solar Power Installation,2033000,0,Recommended,Vendor Pvt Ltd 56,Implementing Agency 49,0.20094603162080354,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-102321,MP_UTT_2,Uttarakhand,Dehradun,Sanitation/Toilets,1456000,0,Recommended,Vendor Pvt Ltd 42,Implementing Agency 17,0.20093457096064427,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-102662,MP_GUJ_1,Gujarat,Vadodara,Street Lighting,320000,0,Sanctioned,Vendor Pvt Ltd 6,Implementing Agency 39,0.20071035444421376,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-102244,MP_GOA_3,Goa,South Goa,Solar Power Installation,3317000,0,Sanctioned,Vendor Pvt Ltd 118,Implementing Agency 36,0.20064010389826392,0,"days_rec_to_sanction, amount_zscore_in_category, release_ratio",False
MPLADS-103037,MP_JAM_4,Jammu & Kashmir,Srinagar,Sanitation/Toilets,398000,0,Sanctioned,Vendor Pvt Ltd 16,Implementing Agency 43,0.20063053815838397,1,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-104105,MP_TEL_4,Telangana,Warangal,Road Construction/Repair,1457000,0,Sanctioned,Vendor Pvt Ltd 118,Implementing Agency 11,0.20057587519140932,0,"desc_generic_flag, release_ratio, amount_zscore_in_category",False
MPLADS-102175,MP_MIZ_2,Mizoram,Lunglei,Solar Power Installation,1732000,0,Sanctioned,Vendor Pvt Ltd 111,Implementing Agency 28,0.2005314399620613,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-101494,MP_HAR_3,Haryana,Gurugram,Street Lighting,244000,162438,In Progress,Vendor Pvt Ltd 6,Implementing Agency 53,0.20048740365687942,0,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101552,MP_BIH_2,Bihar,Gaya,Street Lighting,1102000,0,Recommended,Vendor Pvt Ltd 67,Implementing Agency 8,0.20038230932682086,0,"desc_generic_flag, release_ratio, days_rec_to_sanction",False
MPLADS-101521,MP_NAG_3,Nagaland,Kohima,Road Construction/Repair,7701000,4642950,In Progress,Vendor Pvt Ltd 119,Implementing Agency 1,0.2003742231181888,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-104879,MP_BIH_1,Bihar,Bhagalpur,School Infrastructure,5063000,4843358,Completed,Vendor Pvt Ltd 32,Implementing Agency 29,0.20037104661291677,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category",False
