work_id,mp_name,house,state,constituency,district,work_category,work_description,is_sc_st_area,sanctioned_amount,released_amount,recommendation_date,sanction_date,completion_date,status,implementing_agency,vendor,photo_count,is_anomaly,anomaly_type
MPLADS-104418,MP_PUD_1,Lok Sabha,Puducherry,Puducherry PC-1,Karaikal,Railway Halt Amenities,Repair and renovation of Railway Halt Amenities at Karaikal,True,5831000,5392604,2023-10-30,2023-11-27,2024-03-01,Completed,Implementing Agency 16,Vendor Pvt Ltd 64,0,True,no_photo_evidence
MPLADS-100101,MP_TRI_2,Lok Sabha,Tripura,Tripura PC-2,Dharmanagar,Library/Reading Room,Installation of Library/Reading Room in ward area Dharmanagar,True,2313000,1508620,2024-08-08,2024-09-30,,Completed,Implementing Agency 36,Vendor Pvt Ltd 98,0,True,no_photo_evidence
MPLADS-101737,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Kohima,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Kohima,False,1171000,762939,2023-06-05,2023-07-13,,Completed,Implementing Agency 47,Vendor Pvt Ltd 21,0,True,no_photo_evidence
MPLADS-105261,MP_HAR_2,Rajya Sabha,Haryana,Haryana (RS),Gurugram,Health Facility Upgrade,Construction of Health Facility Upgrade at Gurugram,False,5334000,2130977,2024-03-08,2024-04-09,,Completed,Implementing Agency 31,Vendor Pvt Ltd 42,0,True,no_photo_evidence
MPLADS-100877,MP_PUD_3,Lok Sabha,Puducherry,Puducherry PC-3,Karaikal,Solar Power Installation,Repair and renovation of Solar Power Installation at Karaikal,True,2471000,0,2024-06-15,2024-07-26,,Completed,Implementing Agency 46,Vendor Pvt Ltd 50,0,True,no_photo_evidence
MPLADS-105892,MP_LAK_4,Lok Sabha,Lakshadweep,Lakshadweep PC-4,Kavaratti,School Infrastructure,Repair and renovation of School Infrastructure at Kavaratti,False,3078000,1684641,2024-04-26,2024-05-24,,Completed,Implementing Agency 18,Vendor Pvt Ltd 93,0,True,no_photo_evidence
MPLADS-100408,MP_PUN_2,Rajya Sabha,Punjab,Punjab (RS),Amritsar,Community Hall Construction,Providing Community Hall Construction for public use at Amritsar,False,6085000,3666023,2023-09-27,2023-10-23,,Completed,Implementing Agency 47,Vendor Pvt Ltd 89,0,True,no_photo_evidence
MPLADS-103745,MP_MIZ_3,Lok Sabha,Mizoram,Mizoram PC-3,Lunglei,Sanitation/Toilets,Installation of Sanitation/Toilets in ward area Lunglei,False,1142000,0,2024-09-08,2024-11-01,,Completed,Implementing Agency 56,Vendor Pvt Ltd 108,0,True,no_photo_evidence
MPLADS-101244,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Raipur,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Raipur,True,1962000,1906423,2023-08-25,2023-09-08,2024-08-21,Completed,Implementing Agency 39,Vendor Pvt Ltd 2,0,True,no_photo_evidence
MPLADS-102287,MP_AND_1,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-1,Visakhapatnam,Drinking Water Supply,Providing Drinking Water Supply for public use at Visakhapatnam,False,560000,454607,2024-05-17,2024-06-01,,Completed,Implementing Agency 7,Vendor Pvt Ltd 40,0,True,no_photo_evidence
MPLADS-101354,MP_MEG_1,Lok Sabha,Meghalaya,Meghalaya PC-1,Tura,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Tura,False,1307000,1229347,2024-07-08,2024-08-24,2024-10-22,Completed,Implementing Agency 55,Vendor Pvt Ltd 65,0,True,no_photo_evidence
MPLADS-102857,MP_ARU_1,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Tawang,Railway Halt Amenities,Repair and renovation of Railway Halt Amenities at Tawang,False,8222000,7643399,2023-12-26,2024-01-27,,Completed,Implementing Agency 60,Vendor Pvt Ltd 67,0,True,no_photo_evidence
MPLADS-100893,MP_GUJ_2,Lok Sabha,Gujarat,Gujarat PC-2,Surat,Solar Power Installation,Construction of Solar Power Installation at Surat,False,2115000,1995894,2024-02-02,2024-03-17,2024-06-29,Completed,Implementing Agency 27,Vendor Pvt Ltd 41,0,True,no_photo_evidence
MPLADS-101181,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,Irrigation Facility,Repair and renovation of Irrigation Facility at Kavaratti,False,853000,799881,2024-04-25,2024-05-20,2024-09-12,Completed,Implementing Agency 11,Vendor Pvt Ltd 52,0,True,no_photo_evidence
MPLADS-104655,MP_SIK_1,Lok Sabha,Sikkim,Sikkim PC-1,Gangtok,Railway Halt Amenities,Repair and renovation of Railway Halt Amenities at Gangtok,False,8119000,7632240,2024-01-15,2024-02-09,2024-05-13,Completed,Implementing Agency 55,Vendor Pvt Ltd 5,0,True,no_photo_evidence
MPLADS-105322,MP_MAN_3,Lok Sabha,Manipur,Manipur PC-3,Imphal,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Imphal,False,1652000,1591796,2024-07-31,2024-08-27,2025-01-02,Completed,Implementing Agency 30,Vendor Pvt Ltd 110,0,True,no_photo_evidence
MPLADS-103698,MP_HIM_5,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Shimla,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Shimla,False,1184000,777811,2024-04-18,2024-05-18,,Completed,Implementing Agency 40,Vendor Pvt Ltd 86,0,True,no_photo_evidence
MPLADS-104466,MP_KAR_1,Lok Sabha,Karnataka,Karnataka PC-1,Belagavi,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Belagavi,False,8818000,8434368,2024-02-23,2024-03-05,2024-08-07,Completed,Implementing Agency 6,Vendor Pvt Ltd 81,0,True,no_photo_evidence
MPLADS-104325,MP_RAJ_2,Lok Sabha,Rajasthan,Rajasthan PC-2,Jaipur,Irrigation Facility,Installation of Irrigation Facility in ward area Jaipur,False,3072000,0,2024-05-28,2024-08-02,,Completed,Implementing Agency 40,Vendor Pvt Ltd 107,0,True,no_photo_evidence
MPLADS-100730,MP_TAM_3,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Salem,CCTV Installation,Installation of CCTV Installation in ward area Salem,False,297000,0,2023-11-28,2024-04-15,,Completed,Implementing Agency 43,Vendor Pvt Ltd 10,0,True,no_photo_evidence
MPLADS-101032,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Thoubal,Irrigation Facility,Installation of Irrigation Facility in ward area Thoubal,False,5181000,0,2023-11-16,2023-12-13,,Completed,Implementing Agency 59,Vendor Pvt Ltd 54,0,True,no_photo_evidence
MPLADS-103066,MP_CHH_1,Rajya Sabha,Chhattisgarh,Chhattisgarh (RS),Raipur,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Raipur,False,1895000,814418,2024-05-12,2024-07-06,,Completed,Implementing Agency 48,Vendor Pvt Ltd 120,0,True,no_photo_evidence
MPLADS-105658,MP_KAR_1,Lok Sabha,Karnataka,Karnataka PC-1,Bengaluru,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Bengaluru,False,471000,438808,2024-02-22,2024-04-06,2024-06-20,Completed,Implementing Agency 59,Vendor Pvt Ltd 38,0,True,no_photo_evidence
MPLADS-104896,MP_NAG_4,Rajya Sabha,Nagaland,Nagaland (RS),Kohima,Community Hall Construction,Construction of Community Hall Construction at Kohima,False,2393000,2328837,2024-03-13,2024-05-12,2024-12-04,Completed,Implementing Agency 58,Vendor Pvt Ltd 88,0,True,no_photo_evidence
MPLADS-100977,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Kavaratti,False,2310000,2193990,2024-09-10,2024-10-02,2025-01-04,Completed,Implementing Agency 24,Vendor Pvt Ltd 4,0,True,no_photo_evidence
MPLADS-104969,MP_JAM_4,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Srinagar,True,3067000,2754553,2024-04-20,2024-05-12,,Completed,Implementing Agency 28,Vendor Pvt Ltd 18,0,True,no_photo_evidence
MPLADS-102622,MP_BIH_2,Lok Sabha,Bihar,Bihar PC-2,Bhagalpur,Library/Reading Room,Installation of Library/Reading Room in ward area Bhagalpur,False,1765000,1683337,2023-09-05,2023-09-18,2023-11-29,Completed,Implementing Agency 27,Vendor Pvt Ltd 76,0,True,no_photo_evidence
MPLADS-101225,MP_DAM_3,Lok Sabha,Daman & Diu,Daman & Diu PC-3,Diu,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Diu,True,4920000,1710607,2024-03-17,2024-06-30,,Completed,Implementing Agency 31,Vendor Pvt Ltd 98,0,True,no_photo_evidence
MPLADS-101209,MP_UTT_3,Lok Sabha,Uttarakhand,Uttarakhand PC-3,Dehradun,School Infrastructure,Repair and renovation of School Infrastructure at Dehradun,False,816000,766681,2024-08-03,2024-10-03,2025-08-10,Completed,Implementing Agency 18,Vendor Pvt Ltd 16,0,True,no_photo_evidence
MPLADS-105480,MP_MAN_1,Rajya Sabha,Manipur,Manipur (RS),Thoubal,CCTV Installation,Upgradation of CCTV Installation facility in Thoubal,False,2212000,1230650,2023-11-16,2023-12-30,,Completed,Implementing Agency 43,Vendor Pvt Ltd 101,0,True,no_photo_evidence
MPLADS-100586,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Raipur,Irrigation Facility,Providing Irrigation Facility for public use at Raipur,False,4945000,4805760,2024-08-02,2024-09-18,2024-11-15,Completed,Implementing Agency 3,Vendor Pvt Ltd 65,0,True,no_photo_evidence
MPLADS-105454,MP_SIK_2,Lok Sabha,Sikkim,Sikkim PC-2,Gangtok,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Gangtok,False,7391000,6886112,2024-01-02,2024-02-27,2024-07-15,Completed,Implementing Agency 21,Vendor Pvt Ltd 2,0,True,no_photo_evidence
MPLADS-102820,MP_RAJ_2,Lok Sabha,Rajasthan,Rajasthan PC-2,Udaipur,Road Construction/Repair,Installation of Road Construction/Repair in ward area Udaipur,False,6754000,6445033,2024-01-17,2024-02-05,2024-06-07,Completed,Implementing Agency 41,Vendor Pvt Ltd 60,0,True,no_photo_evidence
MPLADS-105755,MP_BIH_2,Lok Sabha,Bihar,Bihar PC-2,Patna,Solar Power Installation,Upgradation of Solar Power Installation facility in Patna,False,1145000,1111414,2023-09-15,2023-10-22,2024-01-26,Completed,Implementing Agency 49,Vendor Pvt Ltd 102,0,True,no_photo_evidence
MPLADS-102718,MP_TEL_4,Lok Sabha,Telangana,Telangana PC-4,Warangal,Road Construction/Repair,Providing Road Construction/Repair for public use at Warangal,True,8460000,8444603,2023-07-17,2023-08-31,2024-04-04,Completed,Implementing Agency 45,Vendor Pvt Ltd 60,0,True,no_photo_evidence
MPLADS-105624,MP_RAJ_4,Rajya Sabha,Rajasthan,Rajasthan (RS),Jaipur,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Jaipur,True,8025000,4686967,2023-09-17,2023-12-25,,Completed,Implementing Agency 26,Vendor Pvt Ltd 103,0,True,no_photo_evidence
MPLADS-101760,MP_AND_4,Rajya Sabha,Andhra Pradesh,Andhra Pradesh (RS),Vijayawada,Community Hall Construction,Upgradation of Community Hall Construction facility in Vijayawada,False,934000,1015879,2023-07-29,2023-08-13,2024-01-23,Completed,Implementing Agency 1,Vendor Pvt Ltd 116,4,True,over_release_vs_sanction
MPLADS-103049,MP_NAG_2,Lok Sabha,Nagaland,Nagaland PC-2,Kohima,School Infrastructure,Upgradation of School Infrastructure facility in Kohima,True,2895000,3486164,2023-11-29,2023-12-09,2024-03-19,Completed,Implementing Agency 10,Vendor Pvt Ltd 47,0,True,over_release_vs_sanction
MPLADS-101869,MP_HIM_4,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-4,Shimla,Street Lighting,Construction of Street Lighting at Shimla,False,662000,784257,2023-10-27,2023-11-24,,Sanctioned,Implementing Agency 41,Vendor Pvt Ltd 96,0,True,over_release_vs_sanction
MPLADS-101544,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,North Delhi,Road Construction/Repair,Providing Road Construction/Repair for public use at North Delhi,True,3589000,4275768,2023-07-02,2023-08-02,,Sanctioned,Implementing Agency 6,Vendor Pvt Ltd 24,1,True,over_release_vs_sanction
MPLADS-100472,MP_TRI_1,Rajya Sabha,Tripura,Tripura (RS),Agartala,Irrigation Facility,Repair and renovation of Irrigation Facility at Agartala,False,7957000,8591296,2023-07-30,2023-08-30,,In Progress,Implementing Agency 51,Vendor Pvt Ltd 14,0,True,over_release_vs_sanction
MPLADS-105239,MP_RAJ_1,Lok Sabha,Rajasthan,Rajasthan PC-1,Kota,Community Hall Construction,Installation of Community Hall Construction in ward area Kota,False,1210000,1432353,2024-05-10,2024-06-21,2025-02-08,Completed,Implementing Agency 35,Vendor Pvt Ltd 63,1,True,over_release_vs_sanction
MPLADS-101158,MP_HIM_1,Rajya Sabha,Himachal Pradesh,Himachal Pradesh (RS),Manali,Railway Halt Amenities,Providing Railway Halt Amenities for public use at Manali,False,8418000,10002088,2024-08-19,2024-09-21,,In Progress,Implementing Agency 25,Vendor Pvt Ltd 8,1,True,over_release_vs_sanction
MPLADS-100132,MP_JAM_3,Lok Sabha,Jammu & Kashmir,Jammu & Kashmir PC-3,Srinagar,Anganwadi Center Construction,Installation of Anganwadi Center Construction in ward area Srinagar,False,1951000,2049578,2023-04-03,2023-05-11,,In Progress,Implementing Agency 10,Vendor Pvt Ltd 17,1,True,over_release_vs_sanction
MPLADS-101536,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,CCTV Installation,Installation of CCTV Installation in ward area Dharmanagar,False,1310000,1458711,2024-08-15,2024-10-28,,Sanctioned,Implementing Agency 48,Vendor Pvt Ltd 112,0,True,over_release_vs_sanction
MPLADS-102488,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Hyderabad,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Hyderabad,True,3512000,3748911,2024-04-09,2024-05-22,2024-07-25,Completed,Implementing Agency 34,Vendor Pvt Ltd 64,0,True,over_release_vs_sanction
MPLADS-101632,MP_NAG_3,Rajya Sabha,Nagaland,Nagaland (RS),Dimapur,Sports Infrastructure,Providing Sports Infrastructure for public use at Dimapur,False,375000,444854,2024-03-02,2024-03-17,,In Progress,Implementing Agency 33,Vendor Pvt Ltd 37,3,True,over_release_vs_sanction
MPLADS-101321,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Agartala,Road Construction/Repair,Upgradation of Road Construction/Repair facility in Agartala,False,543000,593185,2023-08-04,2023-12-11,,Sanctioned,Implementing Agency 19,Vendor Pvt Ltd 34,2,True,over_release_vs_sanction
MPLADS-105427,MP_JAM_1,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Jammu,Solar Power Installation,Installation of Solar Power Installation in ward area Jammu,False,2980000,3286736,2024-03-08,2024-03-13,2024-04-21,Completed,Implementing Agency 39,Vendor Pvt Ltd 86,2,True,over_release_vs_sanction
MPLADS-101188,MP_MEG_3,Lok Sabha,Meghalaya,Meghalaya PC-3,Tura,Solar Power Installation,Construction of Solar Power Installation at Tura,False,2626000,2798438,2024-01-14,2024-02-09,2024-06-03,Completed,Implementing Agency 39,Vendor Pvt Ltd 13,2,True,over_release_vs_sanction
MPLADS-104378,MP_HIM_2,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-2,Shimla,Solar Power Installation,Construction of Solar Power Installation at Shimla,True,2943000,3374918,2023-12-14,2024-01-18,,In Progress,Implementing Agency 11,Vendor Pvt Ltd 98,2,True,over_release_vs_sanction
MPLADS-103971,MP_GUJ_1,Lok Sabha,Gujarat,Gujarat PC-1,Ahmedabad,Solar Power Installation,Providing Solar Power Installation for public use at Ahmedabad,False,504000,532529,2024-01-04,2024-02-03,2024-12-23,Completed,Implementing Agency 57,Vendor Pvt Ltd 105,4,True,over_release_vs_sanction
MPLADS-104816,MP_GUJ_2,Lok Sabha,Gujarat,Gujarat PC-2,Vadodara,School Infrastructure,Repair and renovation of School Infrastructure at Vadodara,False,3425000,4175480,2023-05-19,2023-06-07,2023-09-05,Completed,Implementing Agency 33,Vendor Pvt Ltd 116,9,True,over_release_vs_sanction
MPLADS-100681,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,Community Hall Construction,Providing Community Hall Construction for public use at Dharmanagar,False,1947000,2054616,2023-05-13,2023-06-07,2023-10-31,Completed,Implementing Agency 53,Vendor Pvt Ltd 49,4,True,over_release_vs_sanction
MPLADS-101777,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,New Delhi,Library/Reading Room,Construction of Library/Reading Room at New Delhi,False,1311000,1392711,2023-08-01,2023-08-26,2024-02-21,Completed,Implementing Agency 49,Vendor Pvt Ltd 81,2,True,over_release_vs_sanction
MPLADS-104405,MP_MAD_1,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,Community Hall Construction,Repair and renovation of Community Hall Construction at Indore,True,3554000,4186901,2024-01-24,2024-02-26,2024-11-24,Completed,Implementing Agency 30,Vendor Pvt Ltd 36,3,True,over_release_vs_sanction
MPLADS-104600,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Coimbatore,Drinking Water Supply,Providing Drinking Water Supply for public use at Coimbatore,False,3805000,4693036,2024-02-15,2024-03-17,,Sanctioned,Implementing Agency 54,Vendor Pvt Ltd 97,3,True,over_release_vs_sanction
MPLADS-104562,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Chennai,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Chennai,False,1453000,1784900,2023-06-15,2023-08-17,2024-02-05,Completed,Implementing Agency 43,Vendor Pvt Ltd 39,3,True,over_release_vs_sanction
MPLADS-102902,MP_ASS_1,Rajya Sabha,Assam,Assam (RS),Silchar,Solar Power Installation,Providing Solar Power Installation for public use at Silchar,False,1124000,1199000,2024-03-05,2024-04-26,,In Progress,Implementing Agency 21,Vendor Pvt Ltd 13,0,True,over_release_vs_sanction
MPLADS-105686,MP_DAD_1,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-1,Silvassa,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Silvassa,False,2310000,2558762,2024-01-08,2024-02-22,2024-10-21,Completed,Implementing Agency 17,Vendor Pvt Ltd 32,2,True,over_release_vs_sanction
MPLADS-103551,MP_JHA_1,Rajya Sabha,Jharkhand,Jharkhand (RS),Ranchi,Community Hall Construction,Construction of Community Hall Construction at Ranchi,False,7194000,8303367,2023-07-05,2023-07-29,2023-10-02,Completed,Implementing Agency 6,Vendor Pvt Ltd 107,1,True,over_release_vs_sanction
MPLADS-105642,MP_MIZ_2,Lok Sabha,Mizoram,Mizoram PC-2,Lunglei,Sports Infrastructure,Construction of Sports Infrastructure at Lunglei,False,4076000,4301503,2024-08-06,2024-10-16,,Sanctioned,Implementing Agency 35,Vendor Pvt Ltd 66,1,True,over_release_vs_sanction
MPLADS-101374,MP_RAJ_4,Rajya Sabha,Rajasthan,Rajasthan (RS),Kota,Sanitation/Toilets,Construction of Sanitation/Toilets at Kota,True,1373000,1586815,2023-07-01,2023-07-22,,Sanctioned,Implementing Agency 25,Vendor Pvt Ltd 82,0,True,over_release_vs_sanction
MPLADS-101945,MP_HAR_1,Lok Sabha,Haryana,Haryana PC-1,Gurugram,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Gurugram,False,1902000,2167430,2023-04-23,2023-06-15,,In Progress,Implementing Agency 23,Vendor Pvt Ltd 47,1,True,over_release_vs_sanction
MPLADS-100168,MP_KAR_1,Lok Sabha,Karnataka,Karnataka PC-1,Belagavi,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Belagavi,False,6760000,7893531,2024-03-12,2024-03-28,2024-09-17,Completed,Implementing Agency 4,Vendor Pvt Ltd 102,4,True,over_release_vs_sanction
MPLADS-104071,MP_ODI_1,Lok Sabha,Odisha,Odisha PC-1,Bhubaneswar,Irrigation Facility,Construction of Irrigation Facility at Bhubaneswar,True,8786000,10842477,2024-03-11,2024-08-14,,In Progress,Implementing Agency 11,Vendor Pvt Ltd 37,1,True,over_release_vs_sanction
MPLADS-104747,MP_PUD_3,Lok Sabha,Puducherry,Puducherry PC-3,Karaikal,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Karaikal,False,782000,864050,2024-04-11,2024-04-22,,Sanctioned,Implementing Agency 46,Vendor Pvt Ltd 40,1,True,over_release_vs_sanction
MPLADS-100501,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Hyderabad,School Infrastructure,Providing School Infrastructure for public use at Hyderabad,False,4908000,5780737,2024-09-06,2024-12-01,,In Progress,Implementing Agency 45,Vendor Pvt Ltd 71,0,True,over_release_vs_sanction
MPLADS-101803,MP_MAN_1,Rajya Sabha,Manipur,Manipur (RS),Thoubal,School Infrastructure,Repair and renovation of School Infrastructure at Thoubal,True,716000,813351,2023-12-01,2023-12-15,2024-04-20,Completed,Implementing Agency 17,Vendor Pvt Ltd 58,1,True,over_release_vs_sanction
